ID,LABEL,SubClass Of,Equivalent Class,database_cross_reference
ENVO:01001740,warming of a gas,warming of a fluid,'warming of a fluid' and ('has participant' some 'gaseous environmental material'),
ENVO:01001741,warming of a liquid,warming of a fluid,'warming of a fluid' and ('has participant' some 'liquid environmental material'),
ENVO:01001742,warming of a solid,material warming process,'material warming process' and ('has participant' some 'solid environmental material'),
ENVO:01001744,drainage wind,'causally downstream of or within' some ('cooling of a gas' and ('occurs in' some atmosphere))|downslope katabatic wind,,
ENVO:01001745,quasi-stationary front,weather front,,
ENVO:01001746,glacier wind,'has participant' some ('gaseous environmental material' and ('adjacent to' some glacier))|drainage wind,,
ENVO:01001747,mass fluid flow,advective transport process,,
ENVO:01001748,cyclonic circulation,mass fluid flow,,
ENVO:01001749,wind storm,atmospheric storm,,
ENVO:01001750,straight-line wind,atmospheric wind,,
ENVO:01001751,downburst,'has participant' some 'planetary surface'|downdraft,,
ENVO:01001752,dry macroburst,'causally upstream of or within' some ('water-based rainfall' and ('has quality' some 'decreased rate'))|macroburst,,
ENVO:01001753,wet macroburst,'causally upstream of or within' some ('water-based rainfall' and ('has quality' some 'increased rate'))|macroburst,,
ENVO:01001754,microburst,downburst,,
ENVO:01001755,macroburst,downburst,,
ENVO:01001756,wet microburst,'causally upstream of or within' some ('water-based rainfall' and ('has quality' some 'increased rate'))|microburst,,
ENVO:01001757,dry microburst,'causally upstream of or within' some ('water-based rainfall' and ('has quality' some 'decreased rate'))|microburst,,
ENVO:01001758,downdraft,katabatic wind,,
ENVO:01001759,vibration process,material transport process,,
ENVO:01001760,seismic vibration process,'occurs in' some 'solid astronomical body part'|vibration process,,
ENVO:01001761,volcanic seismic vibration,seismic vibration process,'seismic vibration process' and ('causally downstream of or within' some 'volcanic eruption'),
ENVO:01001762,impact-driven seismic vibration,'process has causal agent' some (meteor and ('has quality' some 'quality of a solid'))|seismic vibration process,'seismic vibration process' and ('causally downstream of or within' some 'impact event'),
ENVO:01001763,impact event,'has part' some 'material transformation process'|'has part' some 'material transport process'|'has participant' some 'material entity'|energy transfer process,,
ENVO:01001764,explosion-driven seismic vibration,seismic vibration process,'seismic vibration process' and ('causally downstream of or within' some 'explosion process'),
ENVO:01001765,mass-wasting-driven seismic vibration,seismic vibration process,'seismic vibration process' and ('causally downstream of or within' some 'mass wasting'),
ENVO:01001766,collapse-driven seismic vibration,seismic vibration process,'seismic vibration process' and ('causally downstream of or within' some 'structural collapse process'),
ENVO:01001767,structural collapse process,energy transfer process,,
ENVO:01001768,cave collapse,'has participant' some cave|structural collapse process,,
ENVO:01001769,earthquake-driven seismic vibration,seismic vibration process,'seismic vibration process' and ('causally downstream of or within' some earthquake),
ENVO:01001770,foreshock,precedes some mainshock|tectonic earthquake,,
ENVO:01001771,mainshock,tectonic earthquake,,
ENVO:01001772,aftershock,'preceded by' some mainshock|tectonic earthquake,,
ENVO:01001773,thrust fault,geological fault,,
ENVO:01001774,blind thrust earthquake,'has participant' some 'blind thrust fault'|tectonic earthquake,,
ENVO:01001775,blind thrust fault,'contained in' some 'subsurface zone of an astronomical body'|thrust fault,,
ENVO:01001776,subsurface zone of an astronomical body,'adjacent to' some (not (atmosphere or 'outer space'))|'part of' some 'astronomical body'|environmental zone,,
ENVO:01001777,multiplet tectonic earthquake,tectonic earthquake,'tectonic earthquake' and ('has part' min 2 mainshock),
ENVO:01001778,interplate earthquake,'has participant' min 2 'tectonic plate'|'has participant' some 'tectonic plate'|tectonic earthquake,,
ENVO:01001779,intraplate earthquake,'has participant' max 1 'tectonic plate'|'has participant' some 'tectonic plate'|tectonic earthquake,,
ENVO:01001780,desert ecosystem,ecosystem,ecosystem and ('determined by' some desert),
ENVO:01001781,part of a landmass,solid astronomical body part,'solid astronomical body part' and ('part of' some 'planetary landmass'),
ENVO:01001782,landmass,land,,
ENVO:01001783,liquid surface of an astronomical body,surface of an astronomical body,,
ENVO:01001784,compound astronomical body part,astronomical body part,'astronomical body part' and ('composed primarily of' some ('gaseous environmental material' or 'liquid environmental material')),
ENVO:01001785,land,'composed primarily of' some 'solid environmental material'|surface of an astronomical body,,
ENVO:01001786,inland sea,sea,,
ENVO:01001787,aquatic ecosystem,ecosystem,ecosystem and ('determined by' some 'water body'),
ENVO:01001788,marine ecosystem,aquatic ecosystem,'aquatic ecosystem' and ('determined by' some 'marine water body'),
ENVO:01001789,freshwater ecosystem,aquatic ecosystem,'aquatic ecosystem' and ('determined by' some 'fresh water body'),
ENVO:01001790,terrestrial ecosystem,ecosystem,,
ENVO:01001791,mediterranean forest,subtropical forest,'subtropical forest' and ('has quality' some mediterranean),
ENVO:01001792,tropical broadleaf forest,'has quality' some tropical|broadleaf forest,,
ENVO:01001793,subtropical broadleaf forest,'has quality' some subtropical|broadleaf forest,,
ENVO:01001794,temperate broadleaf forest,'has quality' some temperate|broadleaf forest,,
ENVO:01001795,ecosystem process,environmental system process,'environmental system process' and ('process has causal agent' some ecosystem),
ENVO:01001796,temperate mixed forest,mixed forest,'mixed forest' and ('has quality' some temperate),
ENVO:01001797,tropical mixed forest,mixed forest,'mixed forest' and ('has quality' some tropical),
ENVO:01001798,tropical mixed forest biome,'has quality' some tropical|tropical mixed forest,,
ENVO:01001799,tropical dry broadleaf forest,tropical broadleaf forest,,
ENVO:01001800,tropical moist broadleaf forest,tropical broadleaf forest,,
ENVO:01001801,subtropical dry broadleaf forest,subtropical broadleaf forest,,
ENVO:01001802,subtropical moist broadleaf forest,subtropical broadleaf forest,,
ENVO:01001803,tropical forest,forest ecosystem,'forest ecosystem' and ('has quality' some tropical),
ENVO:01001804,subtropical forest,forest ecosystem,'forest ecosystem' and ('has quality' some subtropical),
ENVO:01001805,temperate forest,forest ecosystem,'forest ecosystem' and ('has quality' some temperate),
ENVO:01001806,tropical grassland,grassland ecosystem,'grassland ecosystem' and ('has quality' some tropical),
ENVO:01001807,flooded grassland,grassland ecosystem,,
ENVO:01001808,montane grassland,grassland ecosystem,,
ENVO:01001809,subtropical grassland,grassland ecosystem,'grassland ecosystem' and ('has quality' some subtropical),
ENVO:01001810,mediterranean grassland,subtropical grassland,'subtropical grassland' and ('has quality' some mediterranean),
ENVO:01001811,temperate grassland,grassland ecosystem,,
ENVO:01001812,subpolar grassland,grassland ecosystem,,
ENVO:01001813,construction,material entity,,
ENVO:01001814,organic object,object,object and ('formed as result of' some biological_process) and ('composed primarily of' some 'organic material'),
ENVO:01001815,cell culturing,tissue culture,,
ENVO:01001816,biomaterial containment unit,manufactured product,,
ENVO:01001817,biomaterial culturing unit,biomaterial containment unit,,
ENVO:01001818,enrichment culturing unit,biomaterial culturing unit,,
ENVO:01001819,cell culturing unit,biomaterial culturing unit,,
ENVO:01001820,cultured organic material,organic material,,
ENVO:01001821,hydrothermally-influenced sediment,'has part' some 'hydrothermal fluid'|sediment,,
ENVO:01001822,active enrichment culturing unit,enrichment culturing unit,,
ENVO:01001825,active anaerobic enrichment culturing unit,active enrichment culturing unit,,
ENVO:01001826,active sulphate-reducing enrichment culturing unit,active anaerobic enrichment culturing unit,,
ENVO:01001830,tropical biome,biome,biome and ('has quality' some tropical),
ENVO:01001831,temperate biome,biome,biome and ('has quality' some temperate),
ENVO:01001832,subtropical biome,biome,biome and ('has quality' some subtropical),
ENVO:01001833,mediterranean biome,biome,biome and ('has quality' some mediterranean),
ENVO:01001834,subpolar biome,biome,biome and ('has quality' some subpolar),
ENVO:01001835,alpine biome,biome,biome and ('has quality' some alpine),
ENVO:01001836,montane biome,biome,biome and ('has quality' some montane),
ENVO:01001837,subalpine biome,biome,biome and ('has quality' some subalpine),
ENVO:01001838,arid biome,biome,biome and ('has quality' some arid),
ENVO:01001839,safe environment for living organisms,safe environment,,
ENVO:01001840,safe environment,environmental system determined by a quality,,
ENVO:01001841,volcanic soil,'has part' some ('environmental material' and ('derives from' some tephra))|andosol,,
ENVO:01001842,momentum transfer process,('has quality' some momentum) and ('has participant' min 2 'material entity')|energy transfer process,,
ENVO:01001843,atmosphere-ocean momentum transfer process,'has part' some 'atmospheric wind'|'has participant' some atmosphere|'has participant' some ocean|momentum transfer process,,
ENVO:01001844,ocean surface stress,'inheres in' some 'atmosphere-ocean momentum transfer process'|rate,,
ENVO:01001845,hoar,frost,,
ENVO:01001846,depth hoar,'adjacent to' some (('surface layer' and ('composed primarily of' some snow)) and ('adjacent to' some atmosphere))|hoar,,
ENVO:01001847,hoarfrost,hoar,,
ENVO:01001848,rime,frost,,
ENVO:01001849,glaze,hoar,,
ENVO:01001850,frost,'adjacent to' some 'surface layer'|'composed primarily of' some 'water ice crystal'|'formed as result of' some 'desublimation of water vapour into ice'|environmental material,,
ENVO:01001851,geothermally active field,'has part' some ('capable of' some (process and (realizes some 'geothermal energy')))|field,,
ENVO:01001852,energy transfer process,environmental system process,,
ENVO:01001853,periglacial,'inheres in' some ('material entity' and ('located in' some ('ice sheet' or glacier)))|position,,
ENVO:01001854,hydrothermal field,'has part' some ('hydrothermal vent' or 'hydrothermal seep' or 'hydrothermally-influenced sediment')|geothermally active field,,
ENVO:01001856,liquid accumulation process,material accumulation process,'material accumulation process' and ('has participant' some 'liquid environmental material'),
ENVO:01001857,outgoing longwave radiation,infrared radiation,,
ENVO:01001858,cloud cover,'inheres in' some cloud|area density,,
ENVO:01001859,dew point,ENVO:09200001,,
ENVO:01001860,wind gust,atmospheric wind,,
ENVO:01001861,shortwave radiation,electromagnetic radiation,,
ENVO:01001862,Solar radiation,,,
ENVO:01001864,photosynthetically active radiation,electromagnetic radiation,,
ENVO:01001865,concentration of carbon dioxide in an atmosphere,,'concentration of' and ('inheres in' some ('carbon dioxide' and ('part of' some atmosphere))),
ENVO:01001866,well intervention,'has participant' some ('oil well' or 'gas well')|'process has causal agent' some 'Homo sapiens'|planned process,,
ENVO:01001867,well stimulation,well intervention,,
ENVO:01001868,hydraulic fracturing,'has participant' some 'fracking liquid'|well stimulation,,
ENVO:01001869,fracking liquid,'composed primarily of' some 'liquid water'|'output of' some 'manufacturing process'|liquid environmental material,,
ENVO:01001870,gas well,well,,
ENVO:01001871,pit,depression,,
ENVO:01001872,manure pit,'part of' some 'manure storage space'|pit,,
ENVO:01001873,hatchery,'has part' some 'agricultural ecosystem'|human construction,,
ENVO:01001874,poultry hatchery,hatchery,,
ENVO:01001876,graupel,'composed primarily of' some rime|snow,,
ENVO:01001879,proglacial,'inheres in' some ('material entity' and ('adjacent to' some glacier))|position,,
ENVO:01001880,subglacial,'inheres in' some ('material entity' and ('adjacent to' some 'glacial bed'))|position,,
ENVO:01001881,supraglacial,'inheres in' some ('material entity' and (not (subglacial)) and ('adjacent to' some 'glacial surface layer'))|position,,
ENVO:01001882,surface hoar,'adjacent to' some (('surface layer' and ('composed primarily of' some snow)) and ('adjacent to' some atmosphere))|hoar,,
ENVO:01001883,hoar crystal,'formed as result of' some 'desublimation of water vapour into ice'|water ice crystal,,
ENVO:02000000,hypodermic needle,medical instrument,,https://en.wikipedia.org/wiki/Hypodermic_needle
ENVO:02000001,textile,manufactured product,,https://en.wikipedia.org/wiki/Textile
ENVO:02000002,bedclothing,textile,,
ENVO:02000003,pockmark field,'has part' some 'marine pockmark'|'part of' some 'sea floor'|field,field and ('part of' some 'sea floor') and ('has part' some 'marine pockmark'),
ENVO:02000004,nesting material,environmental material,,
ENVO:02000005,obsolete livestock-associated habitat,,,https://en.wikipedia.org/wiki/Livestock
ENVO:02000006,obsolete cultured habitat,,,
ENVO:02000007,tissue culture,planned process,,https://en.wikipedia.org/wiki/Tissue_culture
ENVO:02000008,cell culture,organic material,,https://en.wikipedia.org/wiki/Cell_culture
ENVO:02000009,plant tissue culture,tissue culture,,https://en.wikipedia.org/wiki/Plant_tissue_culture
ENVO:02000010,organ culture,tissue culture,,https://en.wikipedia.org/wiki/Organ_culture
ENVO:02000011,obsolete buffalo milk,,,
ENVO:02000012,obsolete camel milk,,,https://en.wikipedia.org/wiki/Camel_milk
ENVO:02000013,obsolete donkey milk,,,
ENVO:02000014,obsolete horse milk,,,
ENVO:02000015,obsolete reindeer milk,,,
ENVO:02000016,obsolete water buffalo milk,,,
ENVO:02000017,obsolete yak milk,,,
ENVO:02000018,obsolete zebra milk,,,
ENVO:02000019,bodily fluid material,'composed primarily of' some 'bodily fluid'|'composed primarily of' some cerumen|organic material,,https://en.wikipedia.org/wiki/Bodily_fluid
ENVO:02000020,blood material,'composed primarily of' some blood|bodily fluid material,,
ENVO:02000021,amniotic fluid material,'composed primarily of' some 'amniotic fluid'|bodily fluid material,,
ENVO:02000022,excreta material,'composed primarily of' some excreta|'has role' some 'waste role'|bodily fluid material,,
ENVO:02000023,bile material,'composed primarily of' some bile|bodily fluid material,,
ENVO:02000024,aqueous humour material,'composed primarily of' some 'aqueous humor of eyeball'|bodily fluid material,,https://en.wikipedia.org/wiki/Aqueous_humour
ENVO:02000025,sweat material,'composed primarily of' some sweat|excreta material,,
ENVO:02000026,chyme material,'composed primarily of' some chyme|bodily fluid material,,
ENVO:02000027,blood plasma material,'composed primarily of' some 'blood plasma'|bodily fluid material,,https://en.wikipedia.org/wiki/Blood_plasma
ENVO:02000028,ear wax material,bodily fluid material,,https://en.wikipedia.org/wiki/Ear_wax
ENVO:02000029,cerebrospinal fluid material,'composed primarily of' some 'cerebrospinal fluid'|bodily fluid material,,https://en.wikipedia.org/wiki/Cerebrospinal_fluid
ENVO:02000030,chyle material,'composed primarily of' some chyle|bodily fluid material,,https://en.wikipedia.org/wiki/Chyle
ENVO:02000031,breast milk material,'composed primarily of' some milk|bodily fluid material,,
ENVO:02000032,vitreous humor material,'composed primarily of' some 'vitreous humor'|bodily fluid material,,
ENVO:02000033,pleural effusion material,'composed primarily of' some 'pleural effusion'|bodily fluid material,,https://en.wikipedia.org/wiki/Pleural_effusion
ENVO:02000034,tear material,bodily fluid material,,
ENVO:02000035,oronasal secretion material,'composed primarily of' some 'oronasal secretion'|bodily fluid material,,
ENVO:02000036,saliva material,'composed primarily of' some saliva|bodily fluid material,,
ENVO:02000037,sebum material,'composed primarily of' some sebum|bodily fluid material,,
ENVO:02000038,pus material,'composed primarily of' some pus|bodily fluid material,,
ENVO:02000039,synovial fluid material,'composed primarily of' some 'synovial fluid'|bodily fluid material,,https://en.wikipedia.org/wiki/Synovial_fluid
ENVO:02000040,mucus material,'composed primarily of' some mucus|bodily fluid material,,
ENVO:02000041,lymph material,'composed primarily of' some lymph|bodily fluid material,,
ENVO:02000042,interstitial fluid material,'composed primarily of' some 'interstitial fluid'|bodily fluid material,,https://en.wikipedia.org/wiki/Interstitial_fluid
ENVO:02000043,biological product,manufactured product,,
ENVO:02000044,siliceous ooze,biogenous sediment,,https://en.wikipedia.org/wiki/Siliceous_ooze
ENVO:02000045,red clay,biogenous sediment,,
ENVO:02000046,calcareous ooze,biogenous sediment,,
ENVO:02000047,animal feed,food material,,https://en.wikipedia.org/wiki/Animal_feed
ENVO:02000048,contaminated animal feed,animal feed,,
ENVO:02000049,coastal water body,marine water body,'marine water body' and ('adjacent to' some 'sea coast'),
ENVO:02000050,obsolete spinach,,,https://en.wikipedia.org/wiki/Spinach
ENVO:02000051,obsolete unpasteurized milk product,,,https://en.wikipedia.org/wiki/Unpasteurized_milk
ENVO:02000052,umbrella,manufactured product,,https://en.wikipedia.org/wiki/Umbrella
ENVO:02000053,hide,agricultural environmental material,,https://en.wikipedia.org/wiki/Hide
ENVO:02000054,bone meal,plant feed,,https://en.wikipedia.org/wiki/Bone_meal
ENVO:02000055,plant feed,food material,,
ENVO:02000056,obsolete egg product,,,
ENVO:02000057,obsolete hen's egg product,,,https://en.wikipedia.org/wiki/Chicken_egg
ENVO:02000058,cloth,textile,,https://en.wikipedia.org/wiki/Cloth
ENVO:02000059,surface soil,soil,,
ENVO:02000060,obsolete apple cider,,,https://en.wikipedia.org/wiki/Apple_cider|https://en.wikipedia.org/wiki/Cider
ENVO:02000061,obsolete unpasteurized orange juice,,,
ENVO:02000062,obsolete dessert,,,https://en.wikipedia.org/wiki/Dessert
ENVO:02000063,obsolete cake,,,https://en.wikipedia.org/wiki/Cake
ENVO:02000064,obsolete cake icing,,,
ENVO:02000065,obsolete chocolate,,,https://en.wikipedia.org/wiki/Chocolate
ENVO:02000066,obsolete custard,,,https://en.wikipedia.org/wiki/Custard
ENVO:02000067,obsolete ground beef,,,https://en.wikipedia.org/wiki/Ground_beef
ENVO:02000068,obsolete poultry product,,,https://en.wikipedia.org/wiki/Poultry
ENVO:02000069,obsolete duck meat product,,,https://en.wikipedia.org/wiki/Duck
ENVO:02000070,obsolete goose meat product,,,https://en.wikipedia.org/wiki/Goose
ENVO:02000071,obsolete turkey meat product,,,https://en.wikipedia.org/wiki/Turkey
ENVO:02000072,obsolete mushroom,,,SWEETRealm:Mushroom|https://en.wikipedia.org/wiki/Mushroom
ENVO:02000073,obsolete bean plant,,,
ENVO:02000074,obsolete cantaloupe,,,https://en.wikipedia.org/wiki/Cantaloupe
ENVO:02000075,obsolete peanut plant,,,
ENVO:02000076,obsolete potato salad,,,https://en.wikipedia.org/wiki/Potato_salad
ENVO:02000077,obsolete salad dressing,,,https://en.wikipedia.org/wiki/Salad_dressing
ENVO:02000078,obsolete clam product,,,https://en.wikipedia.org/wiki/Clam
ENVO:02000079,obsolete oyster product,,,https://en.wikipedia.org/wiki/Oyster
ENVO:02000080,obsolete shellfish product,,,https://en.wikipedia.org/wiki/Shellfish
ENVO:02000081,letter,paper product,,
ENVO:02000082,obsolete unpasteurized goat milk cheese,,,
ENVO:02000083,obsolete Pecorino cheese,,,
ENVO:02000084,goat manure,animal manure,,
ENVO:02000085,obsolete unpasteurized sheep milk cheese,,,
ENVO:02000086,obsolete unpasteruized cow milk cheese,,,
ENVO:02000087,obsolete unpasteurized camel milk,,,
ENVO:02000088,obsolete unpasteurized caprine milk,,,
ENVO:02000089,obsolete unpasteurized ovine milk,,,
ENVO:02000090,ash,'output of' some 'combustion process'|solid environmental material,,
ENVO:02000091,coal,'has quality' some 'increased combustibility'|'has role' some 'fossil fuel'|sedimentary rock,,
ENVO:02000092,iron mine,mine,mine and ('capable of' some ('material extraction process' and ('has output' some 'iron ore'))),
ENVO:02000093,uranium mine,mine,mine and ('capable of' some ('material extraction process' and ('has output' some 'uranium ore'))),
ENVO:02000094,ore,rock,,
ENVO:02000095,uranium ore,ore,ore and ('has part' some 'uranium molecular entity'),
ENVO:02000096,iron ore,ore,ore and ('has part' some 'iron molecular entity'),
ENVO:02000097,gold ore,ore,ore and ('has part' some 'gold molecular entity'),
ENVO:02000098,platinum ore,ore,ore and ('has part' some 'platinum molecular entity'),
ENVO:02000099,coal dust,dust,dust and ('derives from' some coal),
ENVO:02000100,mineral dust,'composed primarily of' some mineral|dust,dust and ('derives from' some 'mineral material'),
ENVO:02000101,fibrous dust,dust,,
ENVO:02000102,fibrous glass dust,fibrous dust,,
ENVO:02000103,metallic dust,'composed primarily of' some 'metallic material',dust and ('derives from' some 'metallic material'),
ENVO:02000104,cement dust,dust,dust and ('derives from' some 'masonry cement'),
ENVO:02000105,clay dust,dust,dust and ('derives from' some clay),
ENVO:02000106,asbestos dust,fibrous dust,'fibrous dust' and ('derives from' some asbestos),
ENVO:02000107,grain dust,dust from plant parts,,
ENVO:02000108,cotton dust,dust from plant parts,,
ENVO:02000109,dust from plant parts,dust,dust and ('derives from' some 'plant anatomical entity'),
ENVO:02000110,open-pit mine,mine,,
ENVO:02000111,copper ore,ore,ore and ('has part' some 'copper molecular entity'),
ENVO:02000112,fume,gaseous environmental material,,
ENVO:02000113,welding fume,fume,,
ENVO:02000114,paraffin wax fume,fume,fume and ('derives from' some 'paraffin wax'),
ENVO:02000115,vanadium fume,fume,fume and ('has part' some 'vanadium molecular entity'),
ENVO:02000116,aluminum welding fume,welding fume,,
ENVO:02000117,natural wax,wax,,
ENVO:02000118,paraffin wax,wax,,
ENVO:02000119,oil shale,shale,,
ENVO:02000120,zinc chloride fume,fume,fume and ('has part' some 'zinc dichloride'),
ENVO:02000121,peat extraction,material extraction process,,
ENVO:02000122,peat drainage,'occurs in' some peatland|'part of' some 'peat extraction'|hydrological process,,
ENVO:02000123,paint,'has quality' some 'quality of a liquid'|anthropogenic environmental material,,
ENVO:02000124,lead paint,paint,paint and ('has part' some 'lead molecular entity'),
ENVO:02000125,transportation,material transport process,,
ENVO:02000126,wood ash,'output of' some ('combustion process' and ('has input' some wood))|ash,ash and ('derives from' some wood),
ENVO:02000127,coal ash,'output of' some ('combustion process' and ('has input' some coal))|ash,ash and ('derives from' some coal),
ENVO:02000128,fly ash,coal ash,,
ENVO:02000129,bottom ash,coal ash,,
ENVO:02000130,boiler slag,coal ash,,
ENVO:02000131,flue gas desulfurization material,coal ash,,https://www.epa.gov/coalash/coal-ash-basics
ENVO:02000140,fluid environmental material,environmental material,'gaseous environmental material' or plasma or 'liquid environmental material',
ENVO:02500000,environmental system process,process,process and ('has participant' some ('environmental material' or 'environmental system' or 'astronomical body' or 'astronomical object' or 'astronomical body part')),
ENVO:02500001,desertification,'has input' some (not ('desert area' or 'desert biome'))|'has output' some ('desert area' or 'desert biome')|land degradation,'land degradation' and ('has output' some 'desert area'),
ENVO:02500002,flooding,'has part' some ('material accumulation process' and ('has participant' some 'liquid water'))|'has part' some ('material transport process' and ('has participant' some 'liquid water'))|'has participant' some 'planetary landmass'|'has participant' some 'water body'|material transport process,,
ENVO:02500003,atmospheric process,environmental system process,'environmental system process' and ('occurs in' some atmosphere),
ENVO:02500004,greenhouse effect,atmospheric process,,
ENVO:02500005,land degradation,'has participant' some 'planetary landmass'|'has participant' some 'terrestrial biome'|'part of' some 'land consumption process'|ecosystem process,,
ENVO:02500007,ecosystem-wide photosynthesis,'has input' some ('carbon dioxide' and ('liquid water' and ('has role' some 'electron donor')))|'has output' some (dioxygen and carbohydrate)|'has part' some photosynthesis|ecosystem process,,
ENVO:02500008,ecosystem-wide respiration,'has input' some ('chemical entity' and ('has role' some 'electron acceptor'))|'has input' some ('chemical entity' and ('has role' some nutrient))|'has output' some ATP|'has part' some 'cellular respiration'|environmental system process,,
ENVO:02500009,biogeochemical cycling,biogeochemical process,,
ENVO:02500010,carbon cycling,'has participant' some ('chemical entity' and ('has part' some 'carbon atom'))|biogeochemical cycling,'biogeochemical cycling' and ('has input' some 'carbon atom'),
ENVO:02500011,afforestation,'has input' some (not ('forest biome' or 'forest ecosystem'))|'has output' some ('forest biome' or 'forest ecosystem')|'process has causal agent' some 'Homo sapiens'|planned revegetation,,
ENVO:02500012,deforestation,'has input' some ('forested area' or 'forest biome')|'has output' some (not ('forested area' or 'forest biome'))|ecosystem process,,
ENVO:02500013,reforestation,'has part' some 'forest area expansion'|planned revegetation,,
ENVO:02500014,forest process,ecosystem process,'ecosystem process' and ('has participant' some 'forested area'),
ENVO:02500015,forest area expansion,'has part' some afforestation|ecosystem process,'ecosystem process' and ('results in expansion of' some 'forested area'),
ENVO:02500017,obsolete anthropogenic reforestation,,,
ENVO:02500018,algal bloom process,'has participant' some 'algal bloom'|'occurs in' some 'aquatic environment'|'results in proliferation of' some alga|ecosystem process,,
ENVO:02500019,alga,cellular organisms,,
ENVO:02500021,algal bloom collapse,ecosystem process|ends some 'algal bloom process',,
ENVO:02500022,algal bloom process phase,'part of' some 'algal bloom process'|ecosystem process,,
ENVO:02500023,algal production,'has part' some photosynthesis|'part of' some 'algal bloom process'|ecosystem process,,
ENVO:02500024,accumulation of toxins from algal bloom process,algal bloom process phase,,
ENVO:02500025,degradation of toxins from algal bloom process,algal bloom process phase,,
ENVO:02500026,anthropogenic modulatory intervention process,planned process,'planned process' and ('regulates (processual)' some 'environmental system process') and ('process has causal agent' some 'Homo sapiens'),
ENVO:02500027,anthropogenic environmental process,environmental system process,'environmental system process' and ('process has causal agent' some 'Homo sapiens'),
ENVO:02500028,planetary erosion,'has participant' some 'environmental material'|'has participant' some 'planetary crust'|erosion,,
ENVO:02500029,bedrock dissolution,'has participant' some ('chemical entity' and ('has role' some solvent))|'has participant' some bedrock|planetary erosion,,
ENVO:02500030,biogeochemical process,'has part' min 1 biological_process|'has participant' min 1 'chemical entity'|'has participant' some 'natural environment'|environmental system process,,
ENVO:02500031,hydrological process,'has participant' some (water or 'water vapour' or 'water ice')|environmental system process,'environmental system process' and ('has participant' some ('liquid water' or 'water vapour' or 'water ice')),
ENVO:02500032,planned revegetation,'has output' some 'vegetated area'|'process has causal agent' some 'Homo sapiens'|active ecosystem management process,,
ENVO:02500033,evapotranspiration,'has part' some ('hydrological evaporation' and transpiration)|material transport process,,
ENVO:02500034,evaporation,'has participant' some ('surface layer' and ('composed primarily of' some ('environmental material' and ('has quality' some 'quality of a liquid'))))|vaporisation,,
ENVO:02500035,transpiration,'has part' some evaporation|material transport process,,
ENVO:02500036,environmental pollution,'has output' some ('environmental material' and (obo:envo#has_increased_levels_of some ('chemical entity' and ('has role' some 'environmental contaminant'))))|environmental system process,,
ENVO:02500037,air pollution,'has input' some ('environmental system' and ('has part' some air))|'has output' some ('environmental system' and ('has part' some 'contaminated air')),'environmental pollution' and ('occurs in' some air),
ENVO:02500038,soil pollution,'has input' some ('environmental system' and ('has part' some soil))|'has output' some 'contaminated soil'|'has output' some ('environmental system' and ('has part' some 'contaminated soil')),'environmental pollution' and ('occurs in' some soil),
ENVO:02500039,water pollution,'has input' some ('environmental system' and ('has part' some 'liquid water'))|'has output' some ('environmental system' and ('has part' some 'contaminated water')),'environmental pollution' and ('water body' or ('occurs in' some 'liquid water')),
ENVO:02500040,plastic pollution,'has output' some ('environmental material' and (obo:envo#has_increased_levels_of some ('manufactured plastic' and ('has role' some 'environmental contaminant'))))|environmental pollution,,
ENVO:02500041,environmental monitoring,'has participant' some ('environmental material' or 'environmental system' or 'astronomical body part')|'process has causal agent' some 'Homo sapiens'|planned process,,
ENVO:02500042,pollution control,,'anthropogenic modulatory intervention process' and ('regulates (processual)' some 'environmental pollution'),
ENVO:02500043,pollution monitoring,,'environmental monitoring' and ('causally downstream of or within' some 'environmental pollution'),
ENVO:02500044,urban pollution,'has input' some 'urban biome'|'has output' some ('urban biome' and ('has part' some ('environmental material' and (obo:envo#has_increased_levels_of some ('chemical entity' and ('has role' some 'environmental contaminant'))))))|environmental pollution,'environmental pollution' and ('occurs in' some 'urban biome'),
ENVO:03000000,neve,'derives from' some 'powdery snow'|'has quality' some granular|snow,,
ENVO:03000002,firn,'derives from' some (neve or 'powdery snow')|'has quality' some granular|snow,,
ENVO:03000003,nivation,'has input' some 'powdery snow'|'has output' some (neve or firn)|'has part' some 'compaction process'|'preceded by' some snowfall|material transformation process,,
ENVO:03000004,glacial ice,water ice,'water ice' and ('part of' some glacier),
ENVO:03000005,erosionally enriched glacial ice,'output of' some 'glacial erosion process'|'part of' some glacier|erosionally enriched ice,,
ENVO:03000006,glacial erosion process,'has participant' some 'planetary landmass'|'has participant' some glacier|planetary erosion,,
ENVO:03000007,blue ice,'has quality' some blue|water ice,ice and ('has quality' some blue),
ENVO:03000008,compaction process,environmental system process,,
ENVO:03000009,material accumulation process,'during which ends' some ('material transport process' or 'material transformation process')|'has output' some ('material entity' and ('has quality' some 'increased mass'))|environmental system process,,
ENVO:03000010,material transport process,'has output' some ('material entity' and ('has quality' some displaced))|environmental system process,,
ENVO:03000011,ice gain,'has participant' some 'ice mass'|'has participant' some 'water ice'|ice accumulation process,,
ENVO:03000012,glacial transport process,'has participant' some glacier|mass ice flow,,
ENVO:03000013,cirque glacier,'adjacent to' some cirque|'has quality' some 'decreased size'|glacier,,
ENVO:03000015,geographic basin,depression|overlaps some 'planetary crust',,
ENVO:03000016,material decumulation process,'during which starts' some ('material transport process' or 'material transformation process')|'has output' some ('material entity' and ('has quality' some 'decreased mass'))|environmental system process,,
